label,features
0,"[ 1.7645289   2.1076484   2.2698448   1.9999036   1.4237127   1.4026762
  0.91755223  0.74215114  1.0286494   1.219635    0.53351134  0.5149276
  0.4867907   0.08938254  0.05394746  0.1836266   0.35738322  0.04850742
  0.20263296  0.32105553 -0.05153408 -0.01076865  0.23809804 -0.06135378
 -0.0881777   0.19297992  0.6225523   0.8825589   0.58309376  0.1861934
 -0.1771592  -0.12494756 -0.3265099  -0.04850996 -0.64552134 -0.87650937
 -0.17742777 -0.4283864   0.04434294 -0.41207474 -0.43045112 -0.38297847
 -0.6593266  -1.0475274  -0.7127642  -0.5784352  -1.0525024  -0.79740083
  0.1067384   0.5836584  -0.28559065 -0.11439623 -0.81346107 -1.0520113
 -1.0539312  -0.8114422  -0.42282632 -0.8034787  -1.0073065  -0.75254387
 -1.1334965  -1.510498   -1.110857   -1.1461834 ]"
0,"[-1.7332207  -2.2198312  -1.6762438  -0.7825717  -0.09408665 -0.00842659
  0.24039213 -0.1890449   0.39233053  0.16176859 -0.04313315  0.09217276
 -0.10302304 -0.55387825 -0.6215052  -0.8684001  -1.2843711  -0.975256
 -0.92712665 -1.1012769  -0.918569   -0.44627702 -0.02834732  0.38833898
  0.8476508   1.1014401   1.3767935   0.7803133   0.30496928  0.6170207
  0.14439668  0.43891922  0.8057392   0.95892686  0.6764325   0.4144501
  0.22496267 -0.27595052 -0.20296717  0.34968752 -0.03730648  0.22898303
  0.7196767   0.6853336   0.980787    0.6492102   0.8956345   1.156147
  0.67204744  0.5812234   0.33667266 -0.1841986  -0.03303308 -0.6172672
 -1.21752    -1.1700054  -1.1067834  -1.0509133  -0.29685703  0.36647764
  0.3036738   0.7053014   1.0566343   1.1128806 ]"
0,"[ 2.3684447e+00  1.8035697e+00  1.6451993e+00  7.8403747e-01
  4.0344560e-01 -1.9888367e-01 -8.7240942e-02  7.3731768e-01
  1.1579444e+00  1.0656418e+00  2.2475963e-02 -6.1261809e-01
 -6.4683354e-01 -4.4490352e-01  4.1263449e-01  5.6853306e-01
  7.2641098e-01 -1.9202399e-01 -7.4433225e-01 -1.0807235e+00
 -1.2156863e+00 -5.9852260e-01  2.1217504e-01  5.4958826e-01
 -2.1061395e-01 -1.2209615e+00 -1.9446579e+00 -8.2741338e-01
  3.9788625e-01  9.3425661e-01  7.4858898e-01 -3.7572365e-02
 -7.3788095e-01 -9.7407860e-01 -3.8280264e-01  2.0427914e-02
  1.2940536e-01 -9.4152011e-02 -5.4404408e-01 -9.9811280e-01
 -9.0653294e-01 -4.8354098e-01 -2.1172360e-01  1.6454716e-01
  5.6661833e-02 -3.8975421e-01 -9.0432459e-01 -5.4148275e-01
 -4.7698116e-01 -3.8130146e-01  3.8105088e-01  2.0136942e-01
  4.4603613e-01  2.0694466e-01 -4.1241753e-01 -1.6503887e-01
  2.0045021e-01  7.6848090e-01  9.2046523e-01  5.9352934e-01
  4.8999897e-01 -9.8127313e-04 -3.3420321e-01 -1.1517821e-01]"
0,"[ 0.20878102  1.6814392   1.495       0.9602144   0.0282052  -0.15226461
  0.00277943  0.32234138  1.0243344   1.5519209   1.0279359  -0.2055748
 -0.9125112  -1.4275285  -1.9045721  -1.8944978  -0.47159764  0.40497425
  0.5062998   0.8443115   0.01767169 -0.04401063  0.3826894   0.80574316
  0.54562294  0.21162196 -0.10412197 -0.10383739 -0.04180202 -0.38477796
  0.12294184  0.69430894  0.72266203  0.20224263 -0.12049431 -0.7117346
 -1.2002922  -1.1290267  -0.5315962  -0.63837487 -1.3407817  -1.9201524
 -1.7860867  -1.3065622  -0.99896425 -0.8248377  -0.29583257  0.7794059
  0.991868    1.6476363   1.4876567   0.98326635  0.45681712 -0.29925397
 -0.21153115 -0.12200502  0.10672475 -0.20295888 -0.38307878 -0.27913782
  0.10223814  0.5495271   0.7540389   0.32657498]"
0,"[ 0.02954408  0.16539577  1.499455    1.3270203   1.7312742   1.0429827
  0.7386779   0.35445607 -0.29305246 -0.20363702  0.21108638  1.0942745
  1.1297116   1.0231645   1.1362919   1.1431913   0.91898084  0.71637404
  0.42390877  0.04753566  0.48937276  0.45117375  0.34965938  0.32050127
 -0.07642043  0.15780434  0.28842732  0.57095176  0.7818729   0.30388904
 -0.32394478 -0.49266708 -0.5765952  -0.29521403  0.60056025  0.16898455
 -0.83266455 -0.29352877  0.00622151 -0.6651455  -0.76390284 -0.17888679
  0.09520725 -0.5726488  -0.5279172  -0.33596045 -1.1667778  -0.7174743
 -0.12751335 -0.53284216 -0.18575819 -0.12033936 -0.2556885  -0.8285561
 -0.7710435  -0.40242442 -1.0430627  -1.1109757  -1.4368631  -1.7113823
 -0.8859314  -0.3246539  -0.40682968 -0.85765105]"
0,"[ 1.0791693   0.71759975  0.66938645  0.5734314   0.46590617  1.1885108
  0.8108968   0.17733936 -0.14577961  0.00367504  0.17741847 -0.09491093
  0.3152261   0.87300223  0.79715824  0.67508     0.11298878  0.27514857
  0.6141372   0.60165787  0.09929479 -0.32565227  0.6899978   0.7798706
  1.1975739   1.1150944   0.02992763  0.4317119  -0.07428045 -0.180577
 -0.9137346  -1.2366575  -0.45892388 -0.9426169  -0.9225211  -0.85192996
 -0.8337391  -0.90202796 -0.3764248  -0.70521003 -0.21669897  0.11438245
 -0.16908303  0.14632232  0.00359541  0.5476354  -0.3295906  -0.5309179
 -0.3569639  -0.5372244  -0.19230227 -0.22311717 -1.1583577  -1.0879599
 -0.7725345  -0.7826592   0.05621062  0.11155573  0.22681177 -0.3590432
 -0.5771349   0.04178298  0.23041822  0.30865395]"
0,"[-0.7398188  -0.55167425  0.27921137  0.6614197   0.96426237  0.36094898
 -0.6741547  -1.5620854  -1.98379    -2.1633317  -0.7264276   1.4408525
  2.5649989   1.8141683   0.01520528 -0.52085936 -0.62701726 -1.0363942
 -0.6714319  -0.030262    0.24911869  0.6899712   1.2052855   0.8362702
 -0.2489578  -0.43573108  0.20313078  0.3337659  -0.50002253 -1.1419965
 -0.219381    1.0109234   1.5261678   0.6978626  -0.35134286 -0.41630492
  0.08605894  0.17976348 -0.49835378 -0.38569573  0.6877249   1.3076928
  0.29939726 -1.1598623  -1.5161391  -0.6517682   0.49738613  0.8077428
  0.15851629 -0.57337946 -0.80371284 -0.49530748  0.06530216  0.36092964
  0.21922825  0.6856189   1.5735607   1.3920655   0.10651436 -1.6022053
 -2.102792   -0.9440829   0.5433245   1.5098926 ]"
0,"[ 0.19964772  0.3120892   1.1252124   0.76212084  0.9462874   1.1337053
  0.18356809  0.5971318   0.6916074  -0.08667628 -0.10682642 -0.04596222
 -0.31148967 -0.45670444 -0.58704203  0.15700966  0.28424817  0.29449928
  0.11355732 -0.07054029 -0.08440727 -0.21724485 -0.32825777  0.00711346
  0.559714   -0.30857965 -0.03961221  0.04748217 -0.4283051   0.29787263
  0.5817123   0.30569962  0.2818485   0.16982313  0.32363656 -0.31909108
 -1.2189498  -1.2400723  -0.931686   -1.2933291  -0.92773557 -0.6049121
 -0.7229656  -0.14025597 -1.1979786  -0.95733106 -0.84370327 -1.0376184
  0.23998494  0.4584693   0.6235779   1.3443646   0.9903167  -0.7136312
 -1.6031909  -1.0359842  -0.07715914  0.8351949   1.5901631   1.1789432
  0.88574076  0.42074072 -0.29583514  0.28999346]"
0,"[-0.47862813 -0.12165406  0.07028668  0.484908    0.8008631   0.58223814
  0.3820689  -0.18443319  0.6393855   0.5692852   0.46086085  1.2766337
 -0.37308553  1.256919   -0.75551695 -0.39741075  0.45147455 -0.3313563
  0.781322    0.8463638   0.9784309  -0.06943621  0.48039964  0.09916613
  0.5184867   0.9820777   1.5725513   2.6893587   1.9232931   1.465665
  0.49147522 -0.33617792 -0.64340484 -0.5967441  -0.31428993 -0.10898893
  0.5048592  -0.92601424 -1.0094582  -1.444723   -2.2835097  -1.6920855
 -1.1466187  -0.48997957 -0.10421657  0.5064012   0.14807755  0.05352377
 -0.16693464 -0.12913421  0.22513226  0.44401723  0.22635296  0.0372217
 -0.19484635 -0.33759916 -0.49077654 -0.95354813 -0.69859505 -0.8357148
 -1.0967426  -0.884756   -0.98551136 -1.3672094 ]"
0,"[ 9.22031581e-01  1.48076105e+00  1.70712006e+00  1.70332718e+00
  1.36926317e+00  1.13084805e+00  9.49819326e-01  1.18499851e+00
  8.64214540e-01  4.79543626e-01  2.67422378e-01 -1.33927464e-01
 -5.34481943e-01  3.98784459e-01  3.42625052e-01 -8.38875294e-01
 -6.45273924e-01 -8.15586507e-01 -3.89452070e-01  1.99547783e-01
  6.11353695e-01  1.04477060e+00  5.23124218e-01  9.33396339e-04
  3.76076013e-01  4.83099729e-01  3.57110173e-01 -2.90334344e-01
 -5.47918856e-01 -8.47668946e-02 -8.07385072e-02 -1.79129824e-01
 -8.68627653e-02 -2.49901772e-01 -5.95833361e-01 -1.16942346e-01
  1.07159637e-01  4.71001863e-01  3.03723365e-01 -3.16463083e-01
 -5.98628759e-01 -1.06656790e+00 -1.28409839e+00 -1.60337198e+00
 -1.32503378e+00 -5.38066268e-01  6.24128282e-01  1.15284216e+00
  8.91630054e-01  9.83386859e-02 -1.32749295e+00 -1.81254220e+00
 -1.58066797e+00 -8.17065835e-01  4.11802411e-01  1.22157180e+00
  7.49856353e-01 -3.56207877e-01 -1.41609836e+00 -1.75410700e+00
 -9.24936295e-01 -3.42950881e-01  8.38440433e-02  1.41655296e-01]"
0,"[-0.7075063  -1.7119019  -0.9074215   0.05306359  0.1897722  -0.30391258
 -0.3497478  -0.2074736  -0.82858294 -1.1470658   0.00682121  0.5806423
  1.4196353   1.1831839   0.27195656 -0.3036811  -0.9027334  -0.73051524
 -0.3073754   0.21312906  1.0071322   1.7249756   1.465482    0.8281816
  0.04079414 -1.3016309  -1.3072594  -0.7980432  -0.44171652  0.586454
  0.9618504   1.0151397   0.31284332 -0.9181458  -0.6632171  -0.08521087
  0.07794636  0.9375224   1.336325    1.214792    0.98434377  0.543127
  0.48050365  0.7707932   0.92282385  0.68887913  0.17590296 -0.03354269
 -0.4041755  -0.09698179  1.2054875   1.2636987   0.53557813 -0.09403881
 -0.25966564 -0.7404532  -1.1165746  -0.79893166  0.06767214  0.5092098
 -0.51417214 -1.5519482  -2.0252273  -2.0168087 ]"
0,"[-0.28360495 -0.18020636 -0.10100244 -0.32303792 -0.71401477 -0.14125027
  0.56207913 -0.13221289 -0.9531346  -0.10311647  0.8646417   0.5250558
 -0.3054945  -0.378572    1.0345917   0.38101378  0.07127565  0.3667602
  0.90849894  0.68142676  0.4655874   0.2309927   0.08652014 -0.1425057
 -0.5751548  -0.08824199  0.0963991  -0.6208696  -1.2008648  -0.04480523
 -0.09396455 -0.24254909 -0.7424284  -0.3178019  -0.48220414 -1.2754549
 -0.92480516 -0.1799773  -0.46519864 -0.69853896  0.37213773  0.7908058
  0.29643074  0.21592079  1.2550095   0.45166472  0.835965    0.9298679
  0.00889802  0.5795272   0.16982728 -0.08268235  0.7765968  -0.07561278
 -0.21412891  0.23545882 -0.32058367 -0.30160773 -0.25536153  0.2738644
 -0.12909661 -0.5803111  -0.08097753  0.2845568 ]"
0,"[-0.793917   -0.13310878  0.5784564   0.00428982 -0.6013691  -0.04270051
  0.40800795  0.60601664  0.21689734  0.06624952  0.74750483  0.11486594
 -0.75225663  0.3626463  -0.13259132 -0.53042775  0.1087468   0.00490945
  0.8364774  -0.32614768 -0.56896746  0.29129842 -0.13028559  0.1894164
  0.41332465 -0.8403225  -0.43078715  0.24401343 -0.09273551 -0.19939514
  0.6313526   0.72985375 -0.30728218 -0.2638367  -0.55183303 -0.47685283
 -0.00087929  0.08534703 -0.26741025 -0.26505047  0.03729027 -0.4377486
 -0.5070517  -0.7284662  -0.3020888   0.13608164 -0.09188756  0.38436887
  0.11044776  0.06898813 -0.02496901  0.39387053  0.67299646 -0.39583728
  0.36082533  0.7470082  -0.6992388  -0.10882985  0.09613918  0.19320975
  0.31182534 -0.15926073  0.51102865  0.4997799 ]"
0,"[ 0.6152415   0.5344034  -0.27496415 -0.12507342  0.48917076  1.0061082
  0.21429782  0.16158022  0.70784545  0.21158051  0.50281984  0.52994996
  0.40927884  0.8341471   0.760011    0.29042304  0.37911165  1.0197216
  0.00369917  0.06173263  0.3673994  -0.12714668 -0.21411294 -0.28668788
  0.7658607   0.692481   -0.13350731 -0.82913285 -0.48119646  0.5791567
 -0.13933171 -0.53489393 -0.3840623  -0.17619564 -0.04438106 -0.74920195
 -0.3532393   0.373747   -0.17524715 -0.40949893 -0.8267555  -0.70737064
 -0.29982507 -0.3440323  -0.5148645   0.17128246  0.6274656  -0.5281392
 -0.7565013  -0.2904922   0.28997517  0.33998427 -0.1609146  -0.09778126
  0.56602514 -0.2623409  -1.327325   -0.82004315 -0.07763302 -0.3527976
 -0.46342805  0.2016256  -0.08588517 -0.35212216]"
0,"[-6.6127264e-01 -7.6519877e-01  3.3247530e-01  3.7568963e-01
  4.1671044e-01  5.7049505e-02  1.2019097e-01 -2.5940746e-01
 -3.0830866e-01 -6.4355344e-01  9.1354817e-02  7.2397941e-01
  1.1711255e+00  9.3205363e-01  3.2318991e-01  1.7142368e-02
 -4.2078355e-01 -4.5778088e-02 -8.1148356e-01 -6.6708249e-01
  9.6137512e-01  1.1230909e+00  7.7450287e-01  1.0975928e+00
  8.0187559e-01  1.3298334e-01 -3.9446753e-01 -3.9232868e-01
  6.6137321e-02  4.6075860e-01  5.1825923e-01  4.4043756e-01
  7.3775107e-01  4.4422698e-01 -2.5329000e-01  1.4807924e-02
 -1.5832709e-01  2.6661170e-01 -1.7076093e-01 -5.2475351e-01
  8.4433146e-02 -1.1836547e-01 -3.7555966e-01 -6.0587448e-01
 -1.2557611e+00 -1.6960388e+00 -1.5839360e+00 -1.0688586e+00
 -1.0893288e+00 -9.0960681e-01  5.7230163e-01  5.6276917e-01
  6.3961560e-01 -1.3680241e-01  1.5592776e-03 -3.5257563e-01
 -3.5236013e-01  3.7791756e-01  6.5453850e-02  1.0455690e-01
 -2.6530373e-01  1.4673716e-01  4.6661434e-01  8.6383647e-01]"
0,"[ 0.01594866 -0.01062763  0.01572653 -0.00743096 -0.00317193  0.00814639
 -0.00399869 -0.00425223  0.01075569 -0.01234385  0.00863349 -0.00088739
 -0.0103802   0.00281615 -0.00936375  0.01240624 -0.01430764  0.0242711
 -0.02392363  0.02350028  0.0013864  -0.00781839  0.01419968 -0.02497438
  0.01740537 -0.01618961  0.02291087 -0.00636921  0.00570873 -0.00357881
 -0.00547646  0.00772812 -0.01079215  0.01347491 -0.00192669 -0.00240845
  0.00184194 -0.00455203  0.00045936 -0.0001604  -0.01633175  0.00632456
 -0.00519105  0.00354419  0.00559021 -0.00729039  0.00545013 -0.00409239
  0.00554873  0.00975888 -0.00792635  0.01520971 -0.01945114  0.0095032
 -0.01208326 -0.00384833  0.00800714 -0.01211598  0.0128668  -0.01926993
  0.01658556 -0.0207074   0.01203012 -0.00449674]"
0,"[-0.33013692 -0.26831216 -0.26146033 -0.26242682 -0.26920962 -0.19603877
 -0.0819129  -0.14059265 -0.16434883 -0.10986444 -0.25195992 -0.14909476
 -0.06694037 -0.04315721 -0.14720511 -0.04996908  0.02723171 -0.03676953
 -0.00891598  0.01379093  0.10826682  0.07170682  0.08282811  0.01490322
  0.03784579  0.08415227  0.15673216  0.13126929  0.06907764  0.09603807
 -0.02689005 -0.03606539  0.07266324  0.13404621  0.10640571  0.0526843
 -0.00231734  0.07576373  0.10774896  0.02140074 -0.03852572 -0.05674253
  0.03564006  0.03483878  0.02289187  0.05674628  0.05434047  0.04010869
  0.05581603 -0.00467661 -0.04127439  0.01920493  0.07433024  0.09309825
  0.10949077  0.06070866  0.06637658  0.01859048  0.04136987  0.17105582
  0.1539124   0.25908807  0.14898182  0.06366172]"
0,"[-0.97427624 -1.5454619  -1.3271309  -1.2773917  -1.0839163  -1.5407486
 -1.7284571  -1.4167404  -0.99469215 -0.9313302  -1.1495944  -1.1387737
 -1.1339699  -0.9028776  -0.9453742  -0.907566   -0.4956543  -0.18248247
  0.2473836   0.01475409 -0.020418   -0.05820736 -0.20835795  0.37266243
 -0.03854199 -0.25201076  0.5853349  -0.15631521  0.39358556  0.83205134
  0.24547224  0.31620714  0.31232026  0.3974525   0.30726245  0.48129824
  0.27849835  0.24043983 -0.26276138 -0.26514104  0.85156363  0.9883823
  0.55450255  0.5194892   0.5268797   0.17261036  0.42805165  0.74329215
  0.7230595   1.0836422   1.034147    0.47991934  0.69643736  0.69254065
  0.1554644   0.39081445  0.8253713   0.73818123  0.6430515   1.039678
  0.5764277   0.48811018  0.5431695   1.0186839 ]"
0,"[-1.4968516  -1.9259996  -0.27777734  0.5236586   0.04316873 -1.5797577
 -2.2605405  -1.7827228  -0.35379374  0.48401728 -0.00429495 -1.3998574
 -1.9525436  -1.2705078   0.05125448  0.756512    0.17297053 -0.89063156
 -1.2921394  -0.5784208   0.6006021   1.2084352   0.56600887 -0.38280302
 -0.54233     0.29501772  1.32786     1.6446191   0.8855294  -0.01731168
 -0.03182367  0.8293279   1.7351222   1.84864     1.0039538   0.1496026
  0.18057941  1.0325556   1.7253851   1.4680293   0.46588275 -0.22231299
  0.05593444  0.9207548   1.4478302   0.90649897 -0.19874562 -0.86710745
 -0.38403484  0.6387681   1.0045396   0.38186383 -0.6652827  -1.1428192
 -0.6175931   0.3079535   0.5504743  -0.21005379 -1.1215721  -1.3680959
 -0.7229128   0.21323046  0.40938357 -0.27532604]"
0,"[-0.01202265  0.5892443   0.45835522  0.199468    0.4000039   0.65476096
  0.6753042   0.7431777  -0.10852905  0.5732542   0.39711213  0.21048647
  0.33977708  0.06718206  0.37979102 -0.04809475 -0.06283714  0.6588865
 -0.09743079 -0.06782774  0.5588678   0.04362901  0.2134435   0.48316163
  0.801829    0.5488675   0.22713506  0.47252077  0.2850167   0.69159436
  0.7853117   0.49523026  0.87126505  0.6890649   0.79190487  1.2455604
  0.31528214 -0.28134575  0.22072177  0.2105959   0.54653007  0.12507743
 -0.18403336  0.04062522 -0.12843    -0.19812067 -0.12582627 -0.20401101
 -0.05525076 -0.30697834 -1.2738969  -1.2543474  -0.77101    -0.01606184
 -0.5434185  -1.0228393  -0.9736021  -1.4175466  -1.0165153  -1.4594084
 -1.8124605  -0.74423784 -1.3561382  -1.4678193 ]"
