label,features
0,"[-287.38235202   -3.95276273  -58.45379013   25.66665955   14.62523735
    7.13414133   -5.8265981    10.82699384    5.64935642  -13.15430752
   -0.97260599    2.34140104   -1.0916743    -4.066127      2.65647109
    4.12752979   -3.42512712    3.89944834    3.97990895    1.13314988]"
0,"[-2.84610447e+02 -9.38108119e+00 -6.33907042e+01  3.54764131e+01
  2.55625040e+01  1.19982875e+01 -1.31429404e+01 -1.41538318e-01
  6.71585341e+00 -1.21648835e+00  4.94238850e+00 -5.39770535e+00
 -3.92059388e+00 -1.31422289e+00  5.97362601e+00  2.38273432e+00
 -6.88451476e+00  5.74908454e+00  5.74761032e+00  3.84449354e+00]"
0,"[-296.26869344  -13.44574361  -59.54379749   31.37473115   25.14185579
   15.26784674  -11.84538715   -1.59968139    6.9458065    -1.15988391
    2.65486827   -2.23449955   -2.06877023   -0.7125237     4.8239996
   -0.68560862   -5.7266324     5.80581311    5.5720059     1.03991236]"
0,"[-300.13895852   -6.79751435  -59.58490855   22.17890966   27.02062271
   16.52058726   -9.86882463   -0.36061532    4.00458893   -1.6248475
    6.88430235    1.33339609   -4.90742989   -3.86805455    3.85479357
    3.58041812   -2.29748706    6.93606238    3.27365065    0.58522689]"
0,"[-3.09358555e+02  1.02291479e-01 -5.56738960e+01  2.32224397e+01
  2.25716359e+01  6.16282769e+00 -1.04471306e+01  1.16621289e+01
  6.05794819e+00 -1.34886803e+01  1.49139454e+00  4.08038786e+00
 -2.87355280e+00 -3.51569899e+00  3.88153028e+00  1.86027399e+00
 -5.25326676e+00  6.09813985e+00  6.51997574e+00  8.01743507e-01]"
0,"[-316.47082911   -7.52844744  -50.7635586    24.80206843   19.38532579
    9.66849705   -6.01827619    1.64132557   -0.44356617   -2.26483733
    1.9883211    -1.54164723   -3.03635236   -1.07861689   -0.70881685
    3.38449511   -2.38971647    2.84301926    6.05110839    3.42579262]"
0,"[-3.03473672e+02 -1.05687603e+01 -4.95700586e+01  3.20561149e+01
  2.20729291e+01  8.09623679e+00 -9.97492798e+00  5.12395302e+00
  2.90001082e+00 -4.18836133e+00  3.76138218e+00 -4.15376298e-02
 -3.42599735e+00 -1.24599148e+00  2.84938655e+00  1.27814262e+00
 -5.05687120e+00  5.57164761e+00  6.80031901e+00  7.22243162e-01]"
0,"[-2.94589768e+02 -4.68745076e+00 -5.88212634e+01  2.05493510e+01
  1.98423669e+01  1.08644748e+01 -5.19922485e+00  1.00861802e+01
  2.15072144e+00 -1.50456570e+01  5.21090196e+00  8.90028430e+00
 -1.58262487e+00 -2.18900753e+00 -8.49513452e-01  6.75228277e-01
 -3.82939961e+00  8.36454289e+00  7.13207218e+00 -2.89996143e-01]"
0,"[-291.72394641   -5.9113354   -60.51056859   25.85737501   28.13809057
   14.93943993  -13.52235229    3.25226333    6.2632705    -6.32526042
    7.51407613    2.70918022   -4.1113609    -2.44949937    2.99636886
    1.60725457   -4.76032625    5.96617021    6.47895074    1.00101456]"
0,"[-340.38907913  -14.4651283   -34.08253576   37.53623291   21.30616103
    6.90525028   -8.656929     10.12422571    7.72079406   -9.27250189
    6.06960249    5.06412497   -5.14028096   -2.72326778    2.1794724
    2.07607681    0.4713064     6.25283117    2.59164723    0.45638504]"
0,"[-2.98830501e+02 -1.72295139e-01 -4.05202006e+01  3.12837045e+01
  3.23959862e+01  1.48916912e+01 -1.33508104e+01  1.05598825e+01
  3.01264961e+00 -2.63499750e-01  9.28666014e-01  2.18560037e+00
  3.55399162e-01  1.12589167e+00 -1.04167901e+00  8.30776972e+00
 -3.69193118e+00  7.49287168e-01  9.04536449e+00  1.77086411e+00]"
0,"[-3.07929004e+02 -8.27624816e+00 -3.65813534e+01  2.84439975e+01
  3.14574862e+01  7.17331339e+00 -1.39465945e+01  1.67095331e+01
  2.99173315e-01 -5.54451074e+00  1.69523436e+00  5.09221671e+00
 -1.65567830e+00  2.25471777e-01 -4.71719737e+00  1.12747649e+01
 -3.73008695e+00 -2.19809747e+00  9.23972511e+00  3.58352545e+00]"
0,"[-286.9646471    -2.0836059   -61.074217     19.62672961   25.33851628
   16.34071828   -7.49277053    9.35864002   -6.86886174   -1.68614103
    0.52648238    1.21278854    2.49096353    3.38996764   -8.78658544
    5.30672852    2.37608992   -0.82701168    5.75356442    5.26599964]"
0,"[-3.18274647e+02 -2.98783705e+00 -5.10649839e+01  2.14094049e+01
  1.80457433e+01  1.16244623e+01 -4.19610956e+00  1.43282409e+01
 -8.49323202e+00 -2.48360908e+00  2.58370566e-01  4.58511372e-01
  4.53881107e+00  1.25199375e+00 -6.80903783e+00  6.77035744e+00
  8.76682196e-01  2.84119765e-01  3.74430219e+00  5.68880294e+00]"
0,"[-2.86587369e+02 -2.04028966e-01 -5.81737611e+01  2.18931307e+01
  2.63116127e+01  1.49854971e+01 -9.98397830e+00  1.04246342e+01
 -2.69935545e+00  1.10080406e+00  1.91346565e+00 -1.87154457e+00
  1.58391001e+00  3.46631781e+00 -4.58174911e+00  3.30275361e+00
 -4.68713231e-01  3.33757832e+00  4.88702760e+00  3.03458657e+00]"
0,"[-330.35254176   -8.39590139  -31.98119405   39.90989807   25.77493281
   14.79144851   -1.82574064   10.20763098   -5.25434359   12.53384959
    2.89757115   -5.4277174     4.6372735     5.02129738   -5.09412081
    4.7059165     4.79577374   -1.2529009     0.56526013    7.14702457]"
0,"[-3.02436412e+02 -8.31077631e+00 -4.49820419e+01  3.69914548e+01
  2.23348651e+01  6.27028820e+00 -5.94032794e+00  1.48366586e+01
 -6.04363269e+00  7.97692807e-01  2.66379398e+00 -8.89958138e-01
  1.33794173e+00  1.51772643e-01 -4.33496853e+00  4.97490063e+00
  2.62106523e-01 -2.07391887e-01  4.25338379e+00  3.47875368e+00]"
0,"[-294.87504899  -14.59244842  -47.56946537   34.64977239   32.31856594
    9.84336767  -16.68388811   16.55071577   -1.39717639    2.91772944
    3.14734017   -2.92759946    1.72234893    4.57347096   -4.51931309
    2.42975815   -2.01585089    9.39992404    0.68261006    0.72398572]"
0,"[-2.94028867e+02 -1.10239971e+01 -5.53329811e+01  2.59474447e+01
  2.13904251e+01  1.06122321e+01 -8.55794504e+00  1.28455213e+01
 -9.98836974e+00  7.47444351e+00  6.14283678e-04 -4.26008253e+00
  4.85932341e+00  5.93741841e-01 -1.62260272e+00  3.59286956e+00
 -3.69290877e-01  1.81348788e+00  6.60688573e+00  2.10960532e+00]"
0,"[-3.37538109e+02 -4.26103360e+00 -4.53678845e+01  2.29440120e+01
  3.28788994e+01  1.68807832e+01 -1.11598022e+01  3.46114359e+00
 -2.79013769e+00  1.34182079e+01  4.68921598e+00 -5.27497282e+00
 -2.83219422e+00  2.52471196e+00  2.24233381e+00  4.38562656e+00
 -5.42594041e+00 -3.37367483e-01  7.71227385e+00  3.11867535e+00]"
0,"[-3.19495538e+02 -5.13016406e+00 -3.93122788e+01  2.40987843e+01
  1.80149535e+01  6.38594124e+00 -7.35228881e+00  1.45079295e+01
 -3.17813467e+00  5.97856202e+00 -2.24524089e+00 -4.63658963e+00
  3.20565153e+00  1.67010307e+00  1.36464356e-01  1.40332686e+00
 -2.91895710e+00  2.91367594e+00  5.47795817e+00 -7.13504843e-01]"
0,"[-3.10243220e+02 -8.49847396e+00 -4.20728351e+01  2.33925984e+01
  2.07798034e+01  1.27865434e+01 -4.04525969e+00  1.19996315e+01
 -5.07294019e+00  7.92503249e+00 -2.94714215e-01 -4.61873618e+00
  5.29974329e+00  3.60338989e+00  3.94468222e-01  1.18313185e+00
 -1.73028107e+00  4.40895759e+00  3.64948264e+00  3.15886557e+00]"
0,"[-317.70442814   -8.9905408   -38.49420439   26.632764     23.13031853
   10.66960885   -4.74577899   12.0793221    -4.89584419    9.94992476
    1.76593111   -3.41366165    2.27281882    4.02618096    0.9415046
    1.05793588   -2.11681241    4.85251703    4.08513362    1.11777379]"
0,"[-2.94522654e+02 -1.03523346e+01 -4.80147913e+01  2.79937763e+01
  2.33296515e+01  1.43603688e+01 -7.67729914e+00  6.86048916e+00
 -7.63343568e+00  1.01371586e+01  4.14985063e+00 -6.55339879e+00
 -9.80735522e-02  4.28963630e+00 -5.50252501e-01  1.84827111e+00
 -3.38575672e+00  2.62139929e+00  7.93612038e+00  3.69870932e+00]"
0,"[-287.40678128  -12.95319813  -48.75449814   32.72463466   24.76948025
    8.87144656   -7.55844514   10.24833328   -8.50659838   11.34335414
    1.32459926   -6.03640543    2.59420835    2.24613477    1.46069608
    2.70775416   -1.50982888    1.74945549    7.50542606    3.40739526]"
0,"[-2.88615048e+02  1.00692367e+00 -6.26966083e+01  1.63387736e+01
  1.66597023e+01  8.81215249e+00 -5.10903536e+00  1.62298817e+01
 -9.71364666e+00 -2.66764420e+00 -8.12247747e-02 -3.73683128e+00
  7.57709891e-01  9.15240296e-01  5.74088213e-01  2.43567581e+00
 -4.68031928e+00  4.05190458e+00  5.11174119e+00  5.21618937e-01]"
0,"[-281.76900481   -5.08486224  -63.59695023   24.80104086   19.23418486
    7.42526743   -5.66345967   17.10474882  -19.52300226   -3.53360652
    3.75474672    1.80846642    2.16955159   -1.88503806   -1.18812312
    1.33807808   -3.76505361    7.92005167    8.64843751   -3.20379628]"
0,"[-2.98723078e+02 -7.49594611e+00 -5.76742507e+01  2.40299563e+01
  1.57597946e+01  4.80372993e+00 -4.40225513e+00  1.64927835e+01
 -1.43311325e+01 -1.93245741e+00  1.43283090e+00  2.10978876e+00
  1.31383458e+00 -1.42483092e-01 -1.20377829e+00  1.76171730e+00
 -1.13269793e+00  6.89075186e+00  5.44617811e+00 -1.77841507e+00]"
0,"[-315.49536581    6.2863432   -56.89720309    8.27760129   15.0298475
   12.8142716    -6.66165075    9.30289316   -2.25573531    3.81135958
   -7.21364693   -4.3905304     1.26245786    1.75271284    1.02121148
    2.04062244   -4.82257307    4.30643868    8.58296746    1.04871127]"
0,"[-282.70805948   -7.02259426  -53.04748724   28.5373021    24.04194252
    8.16214379   -7.0356093    18.50571682   -9.85687586   -4.36733261
    4.39512256   -0.36180476   -3.75833854    4.74635313   -2.15330727
    2.35471321   -3.22314986    3.36006996    4.25098908    4.40944795]"
0,"[-3.08187174e+02 -9.86799868e+00 -4.45838157e+01  3.09620914e+01
  1.77865546e+01  3.71849596e+00 -7.65010716e+00  1.92329042e+01
 -8.15163953e+00 -3.21471897e+00  1.64617643e+00 -1.74129548e+00
 -2.46762122e+00  3.70805494e+00 -2.65755576e-01  3.22719461e+00
 -3.08271634e+00  3.77945497e+00  6.35593479e+00  2.72955286e+00]"
0,"[-299.153674     17.18014643  -47.3514172    18.94018337   26.76150519
   11.83424537    4.35494162   -0.46361344    0.5186348     8.1639121
   -1.36147002    6.03215687   -2.69033758    5.6798317     3.07760373
    3.05009024   -2.89745173   -1.00794958   -2.39488577   -6.76490438]"
0,"[-2.95233745e+02  1.32613558e+01 -6.53768643e+01  7.62920438e+00
  3.35299811e+01  1.43798481e+01  9.39297272e-02 -9.83609997e+00
  5.31540786e-01  1.01143653e+01  4.14777543e+00 -2.92583792e+00
 -2.68229435e+00  8.33156955e+00  1.63759669e+00  1.77319233e+00
 -6.02640067e+00  1.35342591e-02 -4.31104670e-02 -3.25576462e+00]"
0,"[-3.00705244e+02  1.37982088e+01 -4.88203262e+01  1.59178667e+01
  3.11915020e+01  1.08438652e+01  9.62344524e+00  1.23514983e-01
 -8.23777447e-01  5.24141552e+00  3.99514174e+00  2.80583772e+00
 -2.03477996e+00  8.58394987e+00  4.87487024e-01  1.54135637e+00
 -1.99873396e+00  8.83297351e-01 -2.26539005e+00 -4.28470187e-01]"
0,"[-301.70350986   18.41169442  -53.74632607    7.61911531   31.42327137
   16.5229093     2.02238858  -10.01499336    2.09176795   10.56609081
    0.82034524   -5.29638019   -0.7807623     7.39011635    1.77904156
    0.59642446   -4.30731724    0.57991862   -1.52299984   -3.56730555]"
0,"[-277.78024507    6.34322254  -50.59690577    6.16667402   13.44249645
   14.37623998   19.09004546  -10.57143436   -9.69005525    3.97802832
   12.38295977    1.34394246   -8.37989791    1.38159035    2.62531661
    8.72452061   -3.90652697   -4.34544037   -4.18382698    1.86914791]"
0,"[-283.54101236   30.67251223  -34.30545322    6.07878181   14.30363032
   13.08368543   22.82280603    1.41544972   -9.48298239   -5.42054168
   15.20433872   10.60197183   -7.24440654    0.60040192    3.59717591
   11.58506414   -5.45626828   -2.70795976    1.68004225    0.97981271]"
0,"[-2.75877944e+02  1.68513184e+01 -5.00256997e+01  3.33865763e+00
  1.89392487e+01  2.14056148e+01  1.35971254e+01 -1.71413998e+01
 -4.58257588e+00  1.53073112e+01  1.28020334e+01 -6.08138531e+00
 -5.53997478e+00  4.76400675e+00  7.28512151e+00  6.97054898e+00
 -8.82836608e+00 -1.65388278e+00  9.66528140e-02 -2.68417905e+00]"
0,"[-286.63769893   22.60572152  -43.01526634   13.45159814   16.12146099
   13.49838169   16.95030384   -1.15502323   -4.71091672   -2.38143998
   13.65950971    4.43495363   -4.29606609    3.07563861   -2.20059086
    4.8244909    -4.28127995   -2.104953     -2.49821696   -0.67127548]"
0,"[-285.3850001    12.90649329  -46.35635932   16.37743306   18.02038927
    6.59733639   11.61894017   -1.30895001   -3.34923118    1.80320153
   12.58403592   -0.58927491   -5.2438616     6.03698965    2.709554
    2.36127846   -3.46396842    2.10083682   -4.24705462   -1.99986459]"
0,"[-286.94498135   21.59136045  -44.82287145    1.64142482   10.34435878
   13.63508529   19.80531298   -2.0055187   -12.75705308   -6.29523728
   13.29372103    6.51292605   -5.72839647   -2.28701582    1.9775419
    5.19637602   -4.69384908   -3.8384358    -1.15587717   -1.48358443]"
0,"[-290.3715808    16.10623009  -37.61665299    8.45278279   13.32428594
   12.36027072   13.64799921    4.60122766   -6.17761022   -6.71552006
   12.7771005     7.71044931   -6.76835577   -0.81409608    2.91730322
    6.48868617   -3.80499776   -4.92767579   -0.31554369   -2.42379909]"
0,"[-273.99651692    7.62549724  -46.33519193   12.83398633   17.30216143
   12.16556462   13.60559503   -1.64721851   -6.35812195   -3.52372796
   17.009961     11.24173133   -4.273484     -1.67356082    1.68714465
   12.54258338   -1.58730807   -5.33951847   -2.51106937   -1.23248833]"
0,"[-278.42214494   19.72393604  -42.49042364   15.87205301   15.1463131
    7.95202185   11.65589328    2.32288416   -3.1967718    -2.63936574
   12.54784419   10.43798345   -4.33037923   -2.14037591    1.65128457
   11.28067762    0.44513187   -7.84047115   -3.2481314     1.76103685]"
0,"[-2.73023159e+02  2.79279813e+01 -4.12641798e+01  1.10413474e+01
  1.42387289e+01  1.51729105e+01  2.02684547e+01  1.68469661e+00
 -5.80046857e+00  6.42541424e-01  1.30962399e+01  3.64172720e+00
 -3.06086487e+00  6.18657229e+00  3.33740717e+00  6.10495682e+00
 -7.13359641e+00 -7.89181620e-01 -1.48732658e+00 -1.76091424e-01]"
0,"[-2.82064147e+02  2.32891716e+01 -4.30967331e+01  5.81136920e+00
  1.02541266e+01  1.24966751e+01  2.58380912e+01  2.70698824e+00
 -1.34690315e+01 -7.19136329e+00  1.09306301e+01  5.72642499e+00
 -6.07229957e+00  3.21857204e+00 -1.41715203e-01  3.77884291e+00
 -6.10224955e+00 -2.16666148e+00 -2.93539061e+00 -4.68785164e-01]"
0,"[-3.06636074e+02  2.18117645e+01 -3.00763657e+01  2.08457265e+01
  1.93862263e+01  6.53589218e+00  1.12932190e+01  6.06275614e+00
  1.33602558e+00 -6.68123472e+00  9.35710558e+00  9.26579405e+00
 -3.55630675e+00  1.15733268e+00 -1.89239102e-01  7.79069788e+00
 -3.92028308e+00 -8.02355222e-01  3.05756805e+00 -1.03772708e+00]"
0,"[-2.87732769e+02  2.28145586e+01 -4.22894415e+01  7.65473324e+00
  1.25309477e+01  1.91959803e+01  1.76096453e+01 -7.11126270e-01
 -1.15702988e+01 -3.25909875e+00  1.31833875e+01  1.30983430e+01
 -5.35376854e+00  9.86100633e-02 -1.76845456e-01  8.55320549e+00
  7.99742471e-01 -4.53488052e+00 -2.68378183e+00  1.72824113e+00]"
0,"[-3.32024390e+02 -4.27042831e+01 -6.64077795e+01  1.94236884e+01
 -6.11075206e+00 -5.53881572e+00 -1.12615449e+00  6.89838960e+00
 -6.61225583e+00 -2.42440740e+00  1.38775585e+00  1.67569832e+00
 -3.61212654e+00  2.98321433e+00 -1.65290239e+00  1.43483043e-01
 -1.63110206e+00 -4.66572381e+00  4.91202859e+00 -2.90037440e+00]"
0,"[-3.83131420e+02 -3.59756121e+01 -5.27023309e+01  1.63911933e+01
  1.33767460e+00 -3.76731166e+00  4.76876540e+00  2.86372555e+00
 -1.18611781e+01 -7.17506269e-01  7.39028632e+00  4.27429136e+00
 -5.48926579e+00  3.39804461e+00 -1.00752929e+00 -6.95963835e-01
 -6.58594268e-01 -2.37626715e+00  1.26330164e+00 -2.41636826e-01]"
0,"[-3.82855689e+02 -4.29310371e+01 -5.54352551e+01  3.19042601e+01
  8.38947440e+00 -7.49071357e+00 -1.42565936e+00  5.54820681e+00
 -1.93807647e+00 -6.40682149e+00  9.06191524e-01  8.88695738e+00
 -6.84530903e+00  1.02006009e+00  7.59147474e-02 -2.08690241e+00
 -1.06423676e+00  2.49452048e-01  9.92758062e-02 -2.27501545e+00]"
0,"[-3.71779151e+02 -3.56197820e+01 -6.08159953e+01  2.18450834e+01
  8.26358250e+00 -3.31114065e+00 -1.05057255e+01  1.26408943e+01
 -9.99332993e+00  8.05270306e-01  2.81234671e+00 -7.00396875e+00
  3.82492612e+00 -5.31993974e-02  1.69206850e+00 -4.09661894e+00
 -2.40992227e+00  4.98566388e-01  1.43481587e+00 -1.17558146e+00]"
0,"[-356.97571337  -58.80870282  -75.33545933   21.39704836    2.38329103
    8.78575216  -12.94000816   -7.15396738   -3.50782954    6.77552619
   -8.52433476    4.80487026   -0.52278316    1.25500777   -2.14216259
   -5.0223716    -0.929079      1.50799897   -5.74593314   -5.32641192]"
0,"[-368.48717306  -51.85917667  -68.74645187   25.14297825    7.51567585
    1.63629206  -15.45403259   -5.38969626   -5.2100662     6.22502
  -11.38985081   -4.23647264    2.33829102    3.83786257   -3.94554585
   -5.46273894   -3.73696701    2.74912278   -2.71651347   -4.03735691]"
0,"[-380.80423312  -42.77659177  -40.89462108   23.45782525   -6.96953844
    3.80558393    1.15194248    1.70310799   -5.14111138    1.83668723
   -1.58478812    6.2474662    -7.59858951    3.57911406   -0.87647794
   -0.57697676   -2.10247667   -0.87828831   -1.3132089    -2.02249648]"
0,"[-3.80823530e+02 -3.13322477e+01 -4.59226267e+01  1.83718191e+01
 -3.87446103e+00  3.93803555e+00 -2.47661496e+00  7.60408362e+00
 -1.06549879e+01 -1.26323735e+00  1.07688852e+00  8.89684623e+00
 -3.72091600e+00 -1.65188298e-01 -4.47921186e+00 -8.36531467e-01
 -1.50651414e+00 -1.00638883e+00 -2.17674897e+00 -2.80503654e+00]"
0,"[-369.44540737  -53.38988038  -81.76620749   21.42604377    7.86774017
    7.2589781   -16.66932233   -9.11953924   -9.208781      7.13347368
  -10.85002815    0.55150968   -1.37551826   -0.78466723   -3.53922316
   -6.20358884   -4.15004939    2.53552599   -3.01759354   -5.84779728]"
0,"[-3.79919627e+02 -2.91987020e+01 -5.61364026e+01  2.67403392e+01
 -3.39654053e+00 -5.15382152e+00  3.13326062e+00  4.31535996e+00
 -5.50690712e-01  1.78913521e+00 -3.52772795e+00  3.05161102e+00
 -3.21003033e+00  6.09809037e+00 -1.86679539e+00 -1.23316814e+00
 -3.07303439e+00  1.48230241e-01  1.92538857e+00 -4.35736401e+00]"
0,"[-3.65308696e+02 -5.05175787e+01 -5.16671963e+01  2.48912255e+01
  1.41734773e+01 -9.33848749e-01 -1.30094681e+01  1.09707033e+01
 -8.90643427e-02 -4.52325762e+00 -3.73398805e+00  1.22836052e-01
  1.23462206e+00  1.88188268e+00 -3.51150743e+00 -3.70103959e+00
 -4.31728728e-01  1.88082363e+00 -2.97015428e+00  7.58139630e-03]"
0,"[-3.63683655e+02 -5.96314743e+01 -7.28996403e+01  3.20831415e+01
  2.37862572e+01  2.52930440e+00 -1.39737916e+01  1.14934659e+00
  4.45886716e+00  2.14407062e+00 -5.36225560e+00  6.56035109e-01
  1.46796077e-01  2.40854886e+00 -2.94224983e+00 -3.13418408e+00
 -8.92127010e-01  4.65181894e+00 -5.82170175e+00 -1.28331170e+00]"
0,"[-3.74571317e+02 -5.27366936e+01 -7.15400361e+01  3.67840736e+01
  2.55172770e+01 -8.93059203e-01 -1.50760237e+01  2.35175710e+00
  5.70586786e-01  9.64292201e+00 -4.13455786e+00 -5.30190721e+00
  4.57051627e+00  4.40258308e+00 -5.38986836e+00 -3.16515590e+00
  1.34242022e-01  4.58591380e+00 -3.74218228e+00 -2.42822451e+00]"
0,"[-3.68676546e+02 -4.22247807e+01 -4.65738268e+01  3.79799152e+01
  2.81280299e+00  2.15684466e+00  1.68924858e+00  9.66327770e+00
  2.83917258e-01  2.10998669e+00  1.26782409e-01  7.97268291e+00
 -5.90412483e+00  5.69902207e+00 -2.52494795e+00 -4.52194860e+00
 -3.25911375e+00  7.81121783e-01 -1.61851468e+00 -3.62065972e+00]"
0,"[-3.26754645e+02 -3.16156178e+01 -7.38392100e+01  2.80173834e+01
  3.03233133e+00 -2.02857815e+00  2.88591853e+00  7.31895641e+00
  6.44122115e-01  2.93905754e+00 -1.23610827e+00  7.28153982e+00
 -7.41448852e+00  5.77601146e+00 -1.34941847e-01 -3.48380250e+00
 -4.04170613e+00 -2.57522154e+00  7.81133031e-01 -3.53427567e+00]"
0,"[-3.76991551e+02  2.29935603e+01 -3.92966635e+01  9.21237206e+00
  2.45462603e+01  1.30537513e+01 -6.66547277e-01 -5.84379088e-01
  3.46805728e-01  4.13958724e+00  6.84102423e+00 -2.77201121e-01
  2.39754390e-01  1.76703980e+00  8.98928087e-01  7.70868453e-01
  4.68403647e-01  2.74256254e+00  2.68777498e+00  2.06043449e+00]"
0,"[-3.75379688e+02  1.88929836e+01 -5.21281623e+01  9.70569114e+00
  2.68102829e+01  8.90440863e+00 -5.72124024e+00  3.01023037e+00
  3.37326779e-01 -2.99548360e+00  8.65468244e+00  1.95853575e+00
 -1.93550336e+00  7.22783724e-02 -1.56460251e-01  2.58745227e+00
 -1.48630460e+00  2.88164079e+00  4.20456938e+00  1.48772932e+00]"
0,"[-3.81232205e+02  2.18151555e+01 -5.89237422e+01  7.05917136e+00
  2.57560965e+01  8.59187220e+00 -4.41340577e+00  8.33027893e-01
  1.81090514e-01  1.20206928e+00  5.33268587e+00 -2.73780152e+00
  2.39649567e+00  8.86930867e-01  8.56951255e-01  2.85380085e+00
 -3.70916728e+00  2.72178293e+00  5.17680748e+00  2.53309452e+00]"
